TimeStamp,Volatility,Currency,Event 
1207040400,2,USD,Private Nonfarm Payrolls (Mar)
1207040400,2,CAD,Core CPI (YoY) (Mar)
1207040400,2,KRW,CPI (YoY) (Mar)
1207040400,2,CHF,KOF Leading Indicators (Mar)
1207040400,2,CHF,Unemployment Rate n.s.a. (Mar)
1207040400,3,INR,Interest Rate Decision (Mar)
1207040400,2,INR,WPI Inflation (YoY) (Mar)
1207040400,2,EUR,German Business Expectations (Mar)
1207040400,2,EUR,German Current Assessment (Mar)
1207040400,3,EUR,German Unemployment Change (Mar)
1207040400,2,EUR,German ZEW Current Conditions (Mar)
1207040400,2,EUR,French HICP (MoM) (Mar)
1207040400,2,AUD,Full Employment Change (Mar)
1207040400,2,AUD,HIA New Home Sales (MoM) (Mar)
1207040400,2,AUD,Private Sector Credit (MoM) (Mar)
1207040400,2,EUR,Spanish CPI (YoY) (Mar)
1207040400,2,EUR,Spanish HICP (YoY) (Mar)
1207040400,2,BRL,CAGED Net Payroll Jobs (Mar)
1207040400,2,BRL,CPI (MoM) (Mar)
1207040400,2,BRL,CPI (YoY) (Mar)
1207040400,2,BRL,Industrial Production (YoY) (Mar)
1207040400,2,BRL,Interest Rate Decision (Mar)
1207040400,2,BRL,IPC-Fipe Inflation Index (MoM) (Mar)
1207040400,2,BRL,Retail Sales (YoY) (Mar)
1207040400,2,BRL,Retail Sales (MoM) (Mar)
1207040400,2,BRL,Unemployment Rate (Mar)
1207040400,2,JPY,Current Account n.s.a. (Mar)
1207040400,2,JPY,Exports (YoY) (Mar)
1207040400,2,JPY,Household Spending (MoM) (Mar)
1207040400,2,JPY,Jobs/applications ratio (Mar)
1207040400,2,JPY,Trade Balance (Mar)
1207040400,2,SGD,CPI (YoY) (Mar)
1207040400,2,CNY,CPI (YoY) (Mar)
1207040400,2,CNY,CPI (MoM) (Mar)
1207040400,2,CNY,Exports (YoY) (Mar)
1207040400,2,CNY,Fixed Asset Investment (YoY) (Mar)
1207040400,2,CNY,Imports (YoY) (Mar)
1207040400,3,CNY,Industrial Production (YoY) (Mar)
1207040400,3,CNY,Manufacturing PMI (Mar)
1207040400,2,CNY,New Loans (Mar)
1207040400,2,CNY,Non-Manufacturing PMI (Mar)
1207040400,2,CNY,PPI (YoY) (Mar)
1207040400,2,CNY,Trade Balance (USD) (Mar)
1207040400,2,CNY,PBoC Deposit Rate (Mar)
1207040400,2,CNY,PBoC Reserve Requirement Ratio (Mar)
1207040400,2,NZD,Electronic Card Retail Sales (MoM) (Mar)
1207040400,2,NZD,Trade Balance (YoY) (Mar)
1207040400,2,RUB,Central Bank reserves (USD) (Mar)
1207040400,2,RUB,CPI (MoM) (Mar)
1207040400,2,RUB,CPI (YoY) (Mar)
1207040400,3,RUB,Interest Rate Decision (Mar)
1207040400,2,RUB,GDP Monthly (YoY) (Mar)
1207040400,2,RUB,Unemployment Rate (Mar)
1207040400,2,EUR,CPI (MoM) (Mar)
1207040400,2,EUR,Unemployment Rate
1207040400,2,ZAR,Core CPI (MoM) (Mar)
1207040400,2,ZAR,CPI (MoM) (Mar)
1207040400,2,ZAR,Interest Rate Decision (Mar)
1207053000,3,USD,Unemployment Rate (Mar)
1207053000,2,CAD,RMPI (MoM)
1207058400,3,USD,ISM Manufacturing PMI
1207125000,3,GBP,Construction PMI
1207138500,3,USD,ADP Nonfarm Employment Change
1207143000,3,USD,Fed Chairman Bernanke Speaks  
1207144800,2,USD,Factory Orders (MoM)
1207146600,3,USD,Crude Oil Inventories
1207209600,2,EUR,Services PMI
1207211400,3,GBP,Services PMI
1207213200,2,EUR,Retail Sales (MoM)
1207225800,2,USD,Initial Jobless Claims
1207231200,3,USD,ISM Non-Manufacturing PMI
1207272600,3,AUD,Retail Sales (MoM)
1207287900,2,CHF,CPI (MoM)
1207303200,2,EUR,German Factory Orders (MoM)
1207306800,3,CAD,Employment Change
1207306800,2,CAD,Unemployment Rate
1207312200,2,USD,Average Hourly Earnings (MoM)
1207312200,3,USD,Nonfarm Payrolls
1207317600,3,CAD,Ivey PMI
1207328400,2,USD,U.S. Baker Hughes Oil Rig Count
1207334700,2,USD,Fed Governor Kroszner Speaks  
1207337400,2,GBP,CFTC GBP speculative net positions
1207337400,2,USD,CFTC Gold speculative net positions
1207337400,2,AUD,CFTC AUD speculative net positions
1207337400,2,JPY,CFTC JPY speculative net positions
1207337400,2,EUR,CFTC EUR speculative net positions
1207341000,2,USD,CFTC Crude Oil speculative net positions
1207531800,2,AUD,Building Approvals (MoM)
1207531800,2,AUD,Trade Balance
1207547100,2,CHF,Unemployment Rate s.a.
1207562400,2,EUR,German Industrial Production (MoM)
1207571400,2,CAD,Building Permits (MoM)
1207605600,2,NZD,NZIER Business Confidence
1207618200,2,AUD,NAB Business Confidence
1207656900,2,CAD,Housing Starts
1207663200,3,USD,Pending Home Sales (MoM)
1207677600,3,USD,FOMC Meeting Minutes  
1207695600,2,GBP,Nationwide Consumer Confidence
1207701000,2,AUD,Westpac Consumer Sentiment
1207717200,2,JPY,BoJ Interest Rate Decision
1207720800,2,EUR,German Trade Balance
1207729800,2,GBP,Industrial Production (MoM)
1207729800,3,GBP,Manufacturing Production (MoM)
1207731600,2,EUR,GDP (QoQ)
1207747800,3,USD,Fed Chairman Bernanke Speaks  
1207751400,3,USD,Crude Oil Inventories
1207782000,2,GBP,NIESR GDP Estimate
1207785000,2,JPY,Adjusted Current Account
1207785600,3,GBP,BoE Interest Rate Decision
1207785600,2,NZD,Business NZ PMI
1207791000,3,AUD,Employment Change
1207791000,2,AUD,Unemployment Rate
1207816200,2,GBP,Trade Balance
1207825200,3,GBP,BoE Interest Rate Decision
1207827900,3,EUR,ECB Interest Rate Decision
1207830600,2,USD,Initial Jobless Claims
1207830600,2,USD,Trade Balance
1207830600,2,CAD,Trade Balance
1207830600,3,EUR,ECB President Trichet Speaks  
1207846800,3,USD,Fed Chairman Bernanke Speaks  
1207917000,2,USD,Import Price Index (MoM)
1207917000,2,CAD,New Housing Price Index (MoM)
1207922400,2,USD,Michigan Consumer Sentiment
1207933200,2,USD,U.S. Baker Hughes Oil Rig Count
1207942200,2,GBP,CFTC GBP speculative net positions
1207942200,2,USD,CFTC Gold speculative net positions
1207942200,2,AUD,CFTC AUD speculative net positions
1207942200,2,JPY,CFTC JPY speculative net positions
1207942200,2,EUR,CFTC EUR speculative net positions
1207945800,2,USD,CFTC Crude Oil speculative net positions
1208130600,2,JPY,Monetary Policy Meeting Minutes  
1208130600,2,JPY,Monetary Policy Meeting Minutes  
1208136600,2,AUD,Home Loans (MoM)
1208161800,2,GBP,PPI Input (MoM)
1208163600,2,EUR,Industrial Production (MoM)
1208176200,3,USD,Core Retail Sales (MoM)
1208176200,3,USD,Retail Sales (MoM)
1208181600,2,USD,Business Inventories (MoM)
1208200500,2,USD,Fed Governor Warsh Speaks  
1208208600,3,EUR,ECB President Trichet Speaks  
1208213100,3,NZD,CPI (QoQ)
1208214000,2,GBP,BRC Retail Sales Monitor (YoY)
1208214000,2,GBP,RICS House Price Balance
1208241900,2,EUR,French CPI (MoM)
1208248200,3,GBP,CPI (YoY)
1208250000,3,EUR,German ZEW Economic Sentiment
1208250000,2,EUR,ZEW Economic Sentiment
1208262600,2,USD,Core PPI (MoM)
1208262600,2,USD,NY Empire State Manufacturing Index
1208262600,3,USD,PPI (MoM)
1208264400,2,USD,TIC Net Long-Term Transactions
1208325600,2,EUR,German CPI (MoM)
1208334600,3,GBP,Average Earnings Index +Bonus
1208334600,3,GBP,Claimant Count Change
1208334600,2,GBP,Unemployment Rate
1208336400,3,EUR,CPI (YoY)
1208349000,3,USD,Building Permits
1208349000,3,USD,Core CPI (MoM)
1208349000,2,USD,CPI (MoM)
1208349000,2,USD,Housing Starts
1208349000,2,CAD,Manufacturing Sales (MoM)
1208351700,2,USD,Industrial Production (MoM)
1208356200,3,USD,Crude Oil Inventories
1208368800,2,USD,Beige Book
1208406600,2,JPY,Industrial Production (MoM)
1208416500,2,CHF,Retail Sales (YoY)
1208422800,2,EUR,Trade Balance
1208430000,3,CAD,Core CPI (MoM)
1208430000,2,CAD,CPI (MoM)
1208435400,2,USD,Initial Jobless Claims
1208440800,3,USD,Philadelphia Fed Manufacturing Index
1208498400,2,EUR,German PPI (MoM)
1208521800,2,CAD,Leading Indicators (MoM)
1208521800,2,CAD,Wholesale Sales (MoM)
1208538000,2,USD,U.S. Baker Hughes Oil Rig Count
1208547000,2,GBP,CFTC GBP speculative net positions
1208547000,2,USD,CFTC Gold speculative net positions
1208547000,2,AUD,CFTC AUD speculative net positions
1208547000,2,JPY,CFTC JPY speculative net positions
1208547000,2,EUR,CFTC EUR speculative net positions
1208550600,2,USD,CFTC Crude Oil speculative net positions
1208735400,2,JPY,Tertiary Industry Activity Index (MoM)
1208735400,2,JPY,Tertiary Industry Activity Index (MoM)
1208741400,2,AUD,PPI (QoQ)
1208762100,2,CHF,PPI (MoM)
1208768400,3,EUR,ECB President Trichet Speaks  
1208781000,2,CAD,Foreign Securities Purchases
1208799000,2,USD,Fed Governor Kroszner Speaks  
1208869200,3,CAD,BoC Interest Rate Decision
1208872800,3,USD,Existing Home Sales
1208908200,2,JPY,Adjusted Trade Balance
1208914200,3,AUD,CPI (QoQ)
1208914200,2,AUD,Trimmed Mean CPI (QoQ)
1208933100,2,EUR,French Consumer Spending (MoM)
1208935800,3,EUR,German Manufacturing PMI
1208935800,2,EUR,German Services PMI
1208937600,2,EUR,Manufacturing PMI
1208937600,2,EUR,Services PMI
1208939400,2,GBP,Gross Mortgage Approvals
1208939400,3,GBP,BoE MPC Meeting Minutes  
1208941200,2,EUR,Industrial New Orders (MoM)
1208953800,3,CAD,Core Retail Sales (MoM)
1208953800,2,CAD,Retail Sales (MoM)
1208961000,3,USD,Crude Oil Inventories
1208970000,2,GBP,BoE MPC Member Sentance Speaks  
1208984400,3,NZD,RBNZ Interest Rate Decision
1209024000,3,EUR,German Ifo Business Climate Index
1209025800,3,GBP,Retail Sales (MoM)
1209031200,2,GBP,CBI Industrial Trends Orders
1209040200,3,USD,Core Durable Goods Orders (MoM)
1209040200,2,USD,Durable Goods Orders (MoM)
1209040200,2,USD,Initial Jobless Claims
1209040200,3,EUR,ECB President Trichet Speaks  
1209045600,3,USD,New Home Sales
1209081000,2,JPY,National Core CPI (YoY)
1209081000,2,JPY,Tokyo Core CPI (YoY)
1209110400,2,CHF,SNB Chairman Roth Speaks  
1209112200,3,GBP,GDP (QoQ)
1209132000,2,USD,Michigan Consumer Sentiment
1209142800,2,USD,U.S. Baker Hughes Oil Rig Count
1209151800,2,GBP,CFTC GBP speculative net positions
1209151800,2,USD,CFTC Gold speculative net positions
1209151800,2,AUD,CFTC AUD speculative net positions
1209151800,2,JPY,CFTC JPY speculative net positions
1209151800,2,EUR,CFTC EUR speculative net positions
1209155400,2,USD,CFTC Crude Oil speculative net positions
1209340200,2,JPY,Retail Sales (YoY)
1209340200,2,JPY,Retail Sales (YoY)
1209362400,2,CHF,SNB Board Member Jordan Speaks  
1209362400,2,EUR,GfK German Consumer Climate
1209366000,3,EUR,ECB President Trichet Speaks  
1209422700,2,NZD,Trade Balance (MoM)
1209432600,2,AUD,NAB Business Confidence
1209474000,2,USD,S&P/CS HPI Composite - 20 n.s.a. (YoY)
1209477600,3,USD,CB Consumer Confidence
1209509100,2,NZD,Building Consents (MoM)
1209511800,2,JPY,Household Spending (YoY)
1209513000,2,JPY,Industrial Production (MoM)
1209513600,2,JPY,BoJ Interest Rate Decision
1209524400,2,NZD,ANZ Business Confidence
1209542100,2,EUR,German Unemployment Rate
1209546000,2,EUR,Italian CPI (MoM)
1209546000,3,EUR,CPI (YoY)
1209546000,2,EUR,Unemployment Rate
1209556500,3,EUR,ECB President Trichet Speaks  
1209557700,3,USD,ADP Nonfarm Employment Change
1209558600,2,USD,Employment Cost Index (QoQ)
1209558600,3,USD,GDP (QoQ)  
1209558600,2,USD,GDP Price Index (QoQ)  
1209558600,3,CAD,GDP (MoM)
1209558600,2,CAD,RMPI (MoM)
1209565800,3,USD,Crude Oil Inventories
1209566700,2,USD,Chicago PMI
1209579300,3,USD,Fed Interest Rate Decision
1209598200,2,AUD,AIG Manufacturing Index
1209605400,2,AUD,Building Approvals (MoM)
1209630600,3,GBP,Manufacturing PMI
1209632400,2,GBP,Core Retail Sales (MoM) (Apr)
1209632400,2,GBP,Core Retail Sales (YoY) (Apr)
1209632400,2,GBP,CPI (MoM) (Apr)
1209632400,2,GBP,Halifax House Price Index (YoY) (Apr)
1209632400,2,GBP,Nationwide HPI (YoY) (Apr)
1209632400,2,GBP,Retail Sales (YoY) (Apr)
1209632400,2,GBP,Trade Balance Non-EU (Apr)
1209632400,2,USD,Core CPI (YoY) (Apr)
1209632400,2,USD,Core PCE Price Index (YoY) (Apr)
1209632400,2,USD,Existing Home Sales (MoM) (Apr)
1209632400,2,USD,Export Price Index (MoM) (Apr)
1209632400,2,USD,Federal Budget Balance (Apr)
1209632400,2,USD,Housing Starts (MoM) (Apr)
1209632400,2,USD,ISM Manufacturing Employment (Apr)
1209632400,2,USD,ISM Non-Manufacturing Employment (Apr)
1209632400,3,USD,JOLTs Job Openings (Apr)
1209632400,2,USD,Michigan Consumer Expectations (Apr)
1209632400,2,USD,New Home Sales (MoM) (Apr)
1209632400,2,USD,Philly Fed Employment (Apr)
1209632400,2,USD,Private Nonfarm Payrolls (Apr)
1209632400,2,CAD,Core CPI (YoY) (Apr)
1209632400,2,KRW,CPI (YoY) (Apr)
1209632400,2,CHF,KOF Leading Indicators (Apr)
1209632400,2,CHF,Unemployment Rate n.s.a. (Apr)
1209632400,3,INR,Interest Rate Decision (Apr)
1209632400,2,INR,WPI Inflation (YoY) (Apr)
1209632400,2,EUR,German Business Expectations (Apr)
1209632400,2,EUR,German Current Assessment (Apr)
1209632400,3,EUR,German Unemployment Change (Apr)
1209632400,2,EUR,German ZEW Current Conditions (Apr)
1209632400,2,EUR,French HICP (MoM) (Apr)
1209632400,2,AUD,Full Employment Change (Apr)
1209632400,2,AUD,HIA New Home Sales (MoM) (Apr)
1209632400,2,AUD,Private Sector Credit (MoM) (Apr)
1209632400,2,EUR,Spanish CPI (YoY) (Apr)
1209632400,2,EUR,Spanish HICP (YoY) (Apr)
1209632400,2,BRL,CAGED Net Payroll Jobs (Apr)
1209632400,2,BRL,CPI (YoY) (Apr)
1209632400,2,BRL,CPI (MoM) (Apr)
1209632400,2,BRL,Industrial Production (YoY) (Apr)
1209632400,2,BRL,Interest Rate Decision (Apr)
1209632400,2,BRL,IPC-Fipe Inflation Index (MoM) (Apr)
1209632400,2,BRL,Retail Sales (YoY) (Apr)
1209632400,2,BRL,Retail Sales (MoM) (Apr)
1209632400,2,BRL,Unemployment Rate (Apr)
1209632400,2,JPY,Current Account n.s.a. (Apr)
1209632400,2,JPY,Exports (YoY) (Apr)
1209632400,2,JPY,Household Spending (MoM) (Apr)
1209632400,2,JPY,Jobs/applications ratio (Apr)
1209632400,2,JPY,Trade Balance (Apr)
1209632400,2,SGD,CPI (YoY) (Apr)
1209632400,2,CNY,CPI (MoM) (Apr)
1209632400,2,CNY,CPI (YoY) (Apr)
1209632400,2,CNY,Exports (YoY) (Apr)
1209632400,2,CNY,Fixed Asset Investment (YoY) (Apr)
1209632400,2,CNY,Imports (YoY) (Apr)
1209632400,3,CNY,Industrial Production (YoY) (Apr)
1209632400,3,CNY,Manufacturing PMI (Apr)
1209632400,2,CNY,New Loans (Apr)
1209632400,2,CNY,Non-Manufacturing PMI (Apr)
1209632400,2,CNY,PPI (YoY) (Apr)
1209632400,2,CNY,Trade Balance (USD) (Apr)
1209632400,2,CNY,PBoC Deposit Rate (Apr)
1209632400,2,CNY,PBoC Reserve Requirement Ratio (Apr)
1209632400,2,NZD,Electronic Card Retail Sales (MoM) (Apr)
1209632400,2,NZD,Trade Balance (YoY) (Apr)
1209632400,2,RUB,Central Bank reserves (USD) (Apr)
1209632400,2,RUB,CPI (YoY) (Apr)
1209632400,2,RUB,CPI (MoM) (Apr)
1209632400,3,RUB,Interest Rate Decision (Apr)
1209632400,2,RUB,GDP Monthly (YoY) (Apr)
1209632400,2,RUB,Unemployment Rate (Apr)
1209632400,2,EUR,CPI (MoM) (Apr)
1209632400,2,ZAR,Core CPI (MoM) (Apr)
1209632400,2,ZAR,CPI (MoM) (Apr)
1209632400,2,ZAR,Interest Rate Decision (Apr)
1209645000,2,USD,Core PCE Price Index (MoM)
1209645000,2,USD,Initial Jobless Claims
1209645000,2,USD,Personal Spending (MoM)
1209645000,3,USD,Unemployment Rate (Apr)
1209650400,3,USD,ISM Manufacturing PMI
1209691800,3,AUD,Retail Sales (MoM)
1209708000,2,EUR,German Retail Sales (MoM)
1209711600,2,GBP,Halifax House Price Index (MoM)
1209713400,2,CHF,SVME PMI
1209715200,2,EUR,Manufacturing PMI
1209717000,3,GBP,Construction PMI
1209731400,2,USD,Average Hourly Earnings (MoM)
1209731400,3,USD,Nonfarm Payrolls
1209736800,2,USD,Factory Orders (MoM)
1209747600,2,USD,U.S. Baker Hughes Oil Rig Count
1209756600,2,GBP,CFTC GBP speculative net positions
1209756600,2,USD,CFTC Gold speculative net positions
1209756600,2,AUD,CFTC AUD speculative net positions
1209756600,2,JPY,CFTC JPY speculative net positions
1209756600,2,EUR,CFTC EUR speculative net positions
1209760200,2,USD,CFTC Crude Oil speculative net positions
1209951000,2,AUD,House Price Index (QoQ)
1209996000,3,USD,ISM Non-Manufacturing PMI
1210033800,3,USD,Fed Chairman Bernanke Speaks  
1210037400,2,AUD,Trade Balance
1210048200,3,AUD,RBA Interest Rate Decision
1210052700,2,CHF,CPI (MoM)
1210060800,2,EUR,Services PMI
1210062600,3,GBP,Services PMI
1210077000,2,CAD,Building Permits (MoM)
1210082400,3,CAD,Ivey PMI
1210114800,2,GBP,Nationwide Consumer Confidence
1210149000,2,GBP,Industrial Production (MoM)
1210149000,3,GBP,Manufacturing Production (MoM)
1210150800,2,EUR,Retail Sales (MoM)
1210154400,2,EUR,German Factory Orders (MoM)
1210163400,2,USD,Nonfarm Productivity (QoQ)
1210163400,2,USD,Unit Labor Costs (QoQ)
1210164300,2,USD,Fed Governor Kroszner Speaks  
1210168800,3,USD,Pending Home Sales (MoM)
1210170600,3,USD,Crude Oil Inventories
1210200300,3,NZD,Employment Change (QoQ)
1210200300,2,NZD,Unemployment Rate
1210210200,3,AUD,Employment Change
1210210200,2,AUD,Unemployment Rate
1210225500,2,CHF,Unemployment Rate s.a.
1210226400,2,EUR,German Trade Balance
1210240800,2,EUR,German Industrial Production (MoM)
1210244400,3,GBP,BoE Interest Rate Decision
1210247100,3,EUR,ECB Interest Rate Decision
1210248900,2,CAD,Housing Starts
1210249800,2,USD,Initial Jobless Claims
1210330800,3,CAD,Employment Change
1210330800,2,CAD,Unemployment Rate
1210336200,2,USD,Trade Balance
1210336200,2,CAD,Trade Balance
1210352400,2,USD,U.S. Baker Hughes Oil Rig Count
1210361400,2,GBP,CFTC GBP speculative net positions
1210361400,2,USD,CFTC Gold speculative net positions
1210361400,2,AUD,CFTC AUD speculative net positions
1210361400,2,JPY,CFTC JPY speculative net positions
1210361400,2,EUR,CFTC EUR speculative net positions
1210365000,2,USD,CFTC Crude Oil speculative net positions
1210559400,2,AUD,Home Loans (MoM)
1210559400,2,AUD,NAB Business Confidence
1210584600,2,GBP,PPI Input (MoM)
1210584600,2,GBP,Trade Balance
1210599000,2,CAD,New Housing Price Index (MoM)
1210608000,3,EUR,ECB President Trichet Speaks  
1210636800,2,GBP,BRC Retail Sales Monitor (YoY)
1210636800,2,GBP,RICS House Price Balance
1210671000,3,GBP,CPI (YoY)
1210684800,3,USD,Fed Chairman Bernanke Speaks  
1210685400,3,USD,Core Retail Sales (MoM)
1210685400,2,USD,Import Price Index (MoM)
1210685400,3,USD,Retail Sales (MoM)
1210690800,2,USD,Business Inventories (MoM)
1210726200,2,JPY,Adjusted Current Account
1210728600,2,AUD,Westpac Consumer Sentiment
1210732200,2,AUD,Wage Price Index (QoQ)
1210750800,2,EUR,French CPI (MoM)
1210757400,3,GBP,Average Earnings Index +Bonus
1210757400,3,GBP,Claimant Count Change
1210757400,2,GBP,Unemployment Rate
1210759200,2,EUR,Industrial Production (MoM)
1210761000,3,GBP,BoE Inflation Report  
1210771800,3,USD,Core CPI (MoM)
1210771800,2,USD,CPI (MoM)
1210779000,3,USD,Crude Oil Inventories
1210813200,2,NZD,Business NZ PMI
1210833900,2,CHF,SECO Consumer Climate
1210834800,2,EUR,German CPI (MoM)
1210834800,3,EUR,German GDP (QoQ)
1210837500,2,EUR,French GDP (QoQ)
1210845600,2,CHF,SNB Board Member Jordan Speaks  
1210845600,3,EUR,CPI (YoY)
1210845600,2,EUR,GDP (QoQ)
1210855200,3,EUR,ECB President Trichet Speaks  
1210858200,2,USD,Initial Jobless Claims
1210858200,2,USD,NY Empire State Manufacturing Index
1210858200,2,CAD,Manufacturing Sales (MoM)
1210860000,2,USD,TIC Net Long-Term Transactions
1210860900,2,USD,Industrial Production (MoM)
1210861800,3,USD,Fed Chairman Bernanke Speaks  
1210863600,3,USD,Philadelphia Fed Manufacturing Index
1210895100,2,NZD,PPI Input (QoQ)
1210899000,3,JPY,GDP (QoQ)
1210915800,2,JPY,Industrial Production (MoM)
1210923900,2,EUR,French Non-Farm Payrolls (QoQ)
1210925700,2,CHF,Retail Sales (YoY)
1210932000,2,EUR,Trade Balance
1210944600,3,USD,Building Permits
1210944600,2,USD,Housing Starts
1210950000,2,USD,Michigan Consumer Sentiment
1210957200,2,USD,U.S. Baker Hughes Oil Rig Count
1210966200,2,GBP,CFTC GBP speculative net positions
1210966200,2,USD,CFTC Gold speculative net positions
1210966200,2,AUD,CFTC AUD speculative net positions
1210966200,2,JPY,CFTC JPY speculative net positions
1210966200,2,EUR,CFTC EUR speculative net positions
1210969800,2,USD,CFTC Crude Oil speculative net positions
1211244600,2,JPY,Tertiary Industry Activity Index (MoM)
1211266800,2,EUR,German PPI (MoM)
1211271300,2,CHF,PPI (MoM)
1211277600,3,EUR,German ZEW Economic Sentiment
1211277600,2,EUR,ZEW Economic Sentiment
1211288400,2,USD,Fed Governor Kohn Speaks  
1211290200,2,USD,Core PPI (MoM)
1211290200,3,USD,PPI (MoM)
1211290200,2,CAD,Foreign Securities Purchases
1211290200,2,CAD,Wholesale Sales (MoM)
1211333400,2,AUD,Westpac Consumer Sentiment
1211360400,3,EUR,German Ifo Business Climate Index
1211362200,3,GBP,BoE MPC Meeting Minutes  
1211371200,2,CAD,CPI (MoM)
1211376600,2,CAD,Leading Indicators (MoM)
1211383800,3,USD,Crude Oil Inventories
1211392800,2,USD,Fed Governor Warsh Speaks  
1211396400,3,USD,FOMC Meeting Minutes  
1211417400,2,JPY,Adjusted Trade Balance
1211448600,2,GBP,Business Investment (QoQ)
1211448600,3,GBP,Retail Sales (MoM)
1211450400,2,EUR,Industrial New Orders (MoM)
1211454000,2,GBP,CBI Industrial Trends Orders
1211463000,2,USD,Initial Jobless Claims
1211463000,3,CAD,Core Retail Sales (MoM)
1211463000,2,CAD,Retail Sales (MoM)
1211464800,2,USD,Fed Governor Kroszner Speaks  
1211503800,2,JPY,Monetary Policy Meeting Minutes  
1211528700,2,EUR,French Consumer Spending (MoM)
1211531400,3,EUR,German Manufacturing PMI
1211531400,2,EUR,German Services PMI
1211533200,2,EUR,Manufacturing PMI
1211533200,2,EUR,Services PMI
1211554800,3,USD,Existing Home Sales
1211562000,2,USD,U.S. Baker Hughes Oil Rig Count
1211571000,2,GBP,CFTC GBP speculative net positions
1211571000,2,USD,CFTC Gold speculative net positions
1211571000,2,AUD,CFTC AUD speculative net positions
1211571000,2,JPY,CFTC JPY speculative net positions
1211571000,2,EUR,CFTC EUR speculative net positions
1211574600,2,USD,CFTC Crude Oil speculative net positions
1211759100,2,NZD,Trade Balance (MoM)
1211759100,2,NZD,Trade Balance (MoM)
1211853600,2,NZD,ANZ Business Confidence
1211871600,2,EUR,GfK German Consumer Climate
1211880600,2,GBP,Gross Mortgage Approvals
1211896800,2,USD,S&P/CS HPI Composite - 20 n.s.a. (YoY)
1211900400,3,USD,CB Consumer Confidence
1211900400,3,USD,New Home Sales
1211932800,2,EUR,German CPI (MoM)
1211938200,2,AUD,Westpac Consumer Sentiment
1211941800,2,AUD,Construction Work Done (QoQ)
1211981400,3,USD,Core Durable Goods Orders (MoM)
1211981400,2,USD,Durable Goods Orders (MoM)
1212022200,2,JPY,Retail Sales (YoY)
1212028200,2,AUD,Private New Capital Expenditure (QoQ)
1212044400,2,GBP,Nationwide HPI (MoM)
1212048900,2,CHF,Employment Level
1212067800,2,USD,Initial Jobless Claims
1212067800,2,CAD,Current Account
1212075000,3,USD,Crude Oil Inventories
1212089400,3,USD,Fed Chairman Bernanke Speaks  
1212104700,2,NZD,Building Consents (MoM)
1212105600,2,USD,Fed Governor Kohn Speaks  
1212107400,2,JPY,Household Spending (YoY)
1212107400,2,JPY,Tokyo Core CPI (YoY)
1212108600,2,JPY,Industrial Production (MoM)
1212130800,2,EUR,German Retail Sales (MoM)
1212141600,2,EUR,Italian CPI (MoM)
1212141600,2,EUR,Unemployment Rate
1212154200,2,USD,Core PCE Price Index (MoM)
1212154200,2,USD,Personal Spending (MoM)
1212154200,3,CAD,GDP (MoM)
1212154200,2,CAD,RMPI (MoM)
1212158700,2,USD,Chicago PMI
1212166800,2,USD,U.S. Baker Hughes Oil Rig Count
1212175800,2,GBP,CFTC GBP speculative net positions
1212175800,2,USD,CFTC Gold speculative net positions
1212175800,2,AUD,CFTC AUD speculative net positions
1212175800,2,JPY,CFTC JPY speculative net positions
1212175800,2,EUR,CFTC EUR speculative net positions
1212179400,2,USD,CFTC Crude Oil speculative net positions
1212310800,2,GBP,Core Retail Sales (MoM) (May)
1212310800,2,GBP,Core Retail Sales (YoY) (May)
1212310800,2,GBP,CPI (MoM) (May)
1212310800,2,GBP,Halifax House Price Index (YoY) (May)
1212310800,2,GBP,Nationwide HPI (YoY) (May)
1212310800,2,GBP,Retail Sales (YoY) (May)
1212310800,2,GBP,Trade Balance Non-EU (May)
1212310800,2,USD,10-Year Note Auction (May)
1212310800,2,USD,Core CPI (YoY) (May)
1212310800,2,USD,Core PCE Price Index (YoY) (May)
1212310800,2,USD,Existing Home Sales (MoM) (May)
1212310800,2,USD,Export Price Index (MoM) (May)
1212310800,2,USD,Federal Budget Balance (May)
1212310800,2,USD,Housing Starts (MoM) (May)
1212310800,2,USD,ISM Manufacturing Employment (May)
1212310800,2,USD,ISM Non-Manufacturing Employment (May)
1212310800,3,USD,JOLTs Job Openings (May)
1212310800,2,USD,Michigan Consumer Expectations (May)
1212310800,2,USD,New Home Sales (MoM) (May)
1212310800,2,USD,Philly Fed Employment (May)
1212310800,2,USD,Private Nonfarm Payrolls (May)
1212310800,2,CAD,Core CPI (YoY) (May)
1212310800,2,KRW,CPI (YoY) (May)
1212310800,2,CHF,KOF Leading Indicators (May)
1212310800,2,CHF,Unemployment Rate n.s.a. (May)
1212310800,3,INR,Interest Rate Decision (May)
1212310800,2,INR,WPI Inflation (YoY) (May)
1212310800,2,EUR,German Business Expectations (May)
1212310800,2,EUR,German Current Assessment (May)
1212310800,3,EUR,German Unemployment Change (May)
1212310800,2,EUR,German ZEW Current Conditions (May)
1212310800,2,EUR,French HICP (MoM) (May)
1212310800,2,AUD,Full Employment Change (May)
1212310800,2,AUD,HIA New Home Sales (MoM) (May)
1212310800,2,AUD,Private Sector Credit (MoM) (May)
1212310800,2,EUR,Spanish CPI (YoY) (May)
1212310800,2,EUR,Spanish HICP (YoY) (May)
1212310800,2,BRL,CAGED Net Payroll Jobs (May)
1212310800,2,BRL,CPI (MoM) (May)
