year,period,value,footnote_code,footnote_text,supersector_name,industry_name,seasonal_text,data_type_text,series_id,seasonal,begin_year,begin_period,end_year,end_period,serialid
1985,February,41.3,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1117
1984,December,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1118
1984,November,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1119
1984,October,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1120
1984,September,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1121
1984,August,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1122
1984,July,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1123
1984,June,41.3,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1124
1984,May,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1125
1984,April,41.0,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1126
1984,March,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1127
1984,February,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1128
1983,December,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1129
1983,November,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1130
1983,October,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1131
1983,September,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1132
1983,August,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1133
1983,July,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1134
1983,June,41.0,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1135
1983,May,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1136
1983,April,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1137
1983,March,41.0,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1138
1983,February,40.9,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1139
1982,December,41.0,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1140
1982,November,41.0,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1141
1982,October,41.0,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1142
1982,September,41.0,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1143
1982,August,40.8,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1144
1982,July,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1145
1982,June,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1146
1982,May,40.9,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1147
1982,April,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1148
1982,March,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1149
1982,February,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1150
1981,December,40.7,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1151
1981,November,40.8,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1152
1981,October,41.0,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1153
1981,September,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1154
1981,August,40.8,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1155
1981,July,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1156
1981,June,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1157
1981,May,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1158
1981,April,41.3,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1159
1981,March,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1160
1981,February,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1161
1980,December,41.0,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1162
1980,November,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1163
1980,October,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1164
1980,September,41.3,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1165
1980,August,41.6,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1166
1980,July,42.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1167
1980,June,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1168
1980,May,41.5,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1169
1980,April,41.3,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1170
1980,March,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1171
1980,February,41.3,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1172
1979,December,41.3,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1173
1979,November,41.6,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1174
1979,October,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1175
1979,September,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1176
1979,August,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1177
1979,July,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1178
1979,June,41.6,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1179
1979,May,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1180
1979,April,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1181
1979,March,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1182
1979,February,41.3,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1183
1978,December,41.5,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1184
1978,November,41.3,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1185
1978,October,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1186
1978,September,41.5,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1187
1978,August,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1188
1978,July,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1189
1978,June,41.8,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1190
1978,May,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1191
1978,April,41.5,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1192
1978,March,41.5,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1193
1978,February,41.5,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1194
1977,December,41.5,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1195
1977,November,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1196
1977,October,41.0,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1197
1977,September,40.9,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1198
1977,August,40.9,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1199
1977,July,41.3,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1200
1977,June,40.8,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1201
1977,May,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1202
1977,April,40.8,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1203
1977,March,40.8,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1204
1977,February,41.0,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1205
1976,December,40.6,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1206
1976,November,40.9,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1207
1976,October,41.0,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1208
1976,September,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1209
1976,August,41.0,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1210
1976,July,40.9,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1211
1976,June,40.9,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1212
1976,May,40.9,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1213
1976,April,41.0,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1214
1976,March,41.0,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1215
1976,February,40.9,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1216
1975,December,40.8,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1217
1975,November,40.9,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1218
1975,October,40.8,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1219
1975,September,40.7,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1220
1975,August,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1221
1975,July,40.7,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1222
1975,June,40.8,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1223
1975,May,40.6,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1224
1975,April,40.8,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1225
1975,March,40.6,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1226
1975,February,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1227
1974,December,41.0,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1228
1974,November,40.7,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1229
1974,October,40.9,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1230
1974,September,41.0,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1231
1974,July,41.7,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1232
1974,June,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1233
1974,May,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1234
1974,April,41.8,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1235
1974,March,41.5,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1236
1974,February,41.3,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1237
1973,December,41.5,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1238
1973,November,41.6,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1239
1973,October,41.7,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1240
1973,September,41.8,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1241
1973,August,41.7,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1242
1973,July,41.6,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1243
1973,June,41.6,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1244
1973,May,41.5,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1245
1973,April,41.3,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1246
1973,March,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1247
1973,February,41.3,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1248
1972,December,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1249
1972,November,41.4,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1250
1972,October,41.3,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1251
1972,September,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1252
1972,August,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1253
1972,July,41.5,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1254
1972,June,40.9,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1255
1972,May,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1256
1972,April,41.1,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1257
1972,March,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1258
1972,February,41.2,,,Utilities,Utilities,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4422000007,S,1972,M01,2015,October,1259
1989,December,456.45,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4300000030,S,1972,M01,2015,October,1260
1989,November,460.28,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4300000030,S,1972,M01,2015,October,1261
1989,October,461.89,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4300000030,S,1972,M01,2015,October,1262
1989,September,459.16,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4300000030,S,1972,M01,2015,October,1263
1989,August,455.81,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4300000030,S,1972,M01,2015,October,1264
1989,July,455.91,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4300000030,S,1972,M01,2015,October,1265
1989,June,455.53,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4300000030,S,1972,M01,2015,October,1266
1989,May,456.00,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES4300000030,S,1972,M01,2015,October,1267
