year,period,value,footnote_code,footnote_text,supersector_name,industry_name,seasonal_text,data_type_text,series_id,seasonal,begin_year,begin_period,end_year,end_period,serialid
1979,December,388.86,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,753
1973,December,40.6,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2461
1979,October,385.02,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,755
1973,October,40.9,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2463
1973,September,40.7,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2464
1979,August,374.18,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,757
1973,July,41.3,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2466
1973,June,41.1,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2467
1979,May,368.26,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,760
1973,April,40.2,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2469
1979,March,362.91,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,762
1973,February,40.8,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2471
1978,Annual Average,351.83,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,764
1972,December,41.0,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2473
1978,November,362.30,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,766
1972,October,40.9,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2475
1978,August,350.64,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,769
1972,August,41.3,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2477
1978,June,350.70,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,771
1972,June,41.3,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2479
1978,April,345.28,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,773
1972,April,40.2,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2481
1978,February,344.87,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,775
1972,February,40.5,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000007,U,1972,M01,2015,October,2483
1977,December,341.11,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,777
1977,November,337.82,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,778
1989,December,458.93,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2485
1977,September,330.06,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,780
1989,October,465.97,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2487
1977,July,327.54,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,782
1989,August,460.69,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2489
1977,May,321.07,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,784
1989,June,458.06,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2491
1977,March,315.02,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,786
1989,April,458.81,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2493
1976,Annual Average,303.30,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,788
1989,February,454.31,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2495
1976,November,313.24,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,790
1988,December,455.94,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2497
1976,September,308.73,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,792
1988,October,452.40,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2499
1976,July,303.55,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,794
1976,June,301.43,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,795
1988,August,447.82,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2501
1976,April,297.34,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,797
1988,June,445.50,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2503
1976,February,294.89,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,799
1988,April,440.08,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2505
1975,December,290.69,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,801
1988,February,434.90,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2507
1975,October,287.53,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,803
1987,December,464.36,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2509
1975,August,284.69,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,805
1987,October,461.72,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2511
1975,June,277.85,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,807
1987,August,466.10,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2513
1987,July,461.38,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2514
1975,April,273.10,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,809
1987,May,452.78,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2516
1975,February,273.47,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,811
1987,March,449.30,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2518
1974,November,266.83,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,814
1986,Annual Average,441.76,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2520
1974,September,265.68,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,816
1986,November,448.53,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2522
1974,July,264.80,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,818
1986,September,442.37,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2524
1974,May,257.91,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,820
1986,July,441.97,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2526
1974,March,254.82,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,822
1986,April,436.62,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2529
1973,Annual Average,247.68,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,824
1986,February,439.30,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2531
1973,November,254.79,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,826
1985,December,448.84,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2533
1973,September,254.56,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,828
1985,October,439.18,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2535
1973,July,249.60,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,830
1985,August,442.91,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2537
1985,July,439.57,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2538
1973,May,243.67,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,832
1985,May,434.17,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2540
1973,March,239.78,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,834
1985,March,435.68,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2542
1972,Annual Average,232.74,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,836
1984,Annual Average,436.23,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2544
1972,November,240.29,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,838
1984,November,436.07,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2546
1972,August,233.91,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,840
1984,September,444.71,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2548
1972,June,229.45,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,842
1984,July,445.50,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2550
1972,April,228.78,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,844
1984,May,430.68,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2552
1972,February,225.91,,,Utilities,Utilities,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4422000030,U,1972,M01,2015,October,846
1984,March,428.12,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2554
1989,December,31.6,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,848
1983,Annual Average,424.62,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2556
1989,October,31.7,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,850
1983,November,429.57,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2558
1989,August,31.3,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,852
1983,September,430.23,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2560
1989,June,32.3,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,854
1983,July,429.57,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2562
1989,April,32.0,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,856
1983,May,419.05,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2564
1989,February,32.6,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,858
1983,March,416.05,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2566
1988,December,33.1,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,860
1982,Annual Average,410.08,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2568
1988,October,32.8,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,862
1982,November,414.47,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2570
1988,September,32.2,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,864
1982,September,410.65,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2572
1988,June,32.5,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,867
1982,July,415.55,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2574
1988,April,31.6,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,869
1982,May,406.66,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2576
1988,February,30.9,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,871
1982,March,404.91,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2578
1987,Annual Average,30.9,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,873
1981,Annual Average,397.46,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2580
1987,November,29.9,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,875
1981,November,403.91,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2582
1987,September,29.6,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,877
1981,August,402.98,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2585
1987,July,32.8,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,879
1981,June,401.32,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2587
1987,May,31.9,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,881
1981,April,392.89,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2589
1987,March,31.1,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,883
1981,February,391.61,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2591
1986,Annual Average,31.7,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,885
1980,December,393.02,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2593
1986,November,30.6,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,887
1980,October,383.55,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2595
1986,September,32.0,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,889
1980,August,377.85,,,Transportation and warehousing,Transportation and warehousing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4300000030,U,1972,M01,2015,October,2597
1986,July,33.9,,,Transportation and warehousing,School and employee bus transportation,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU4348540007,U,1972,M01,2015,September,891
