year,period,value,footnote_code,footnote_text,supersector_name,industry_name,seasonal_text,data_type_text,series_id,seasonal,begin_year,begin_period,end_year,end_period,serialid
1952,April,40.1,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1704
1983,M01,359.33,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000030,U,1947,M01,2015,October,597
1975,M01,189.70,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000030,U,1947,M01,2015,October,598
1952,July,40.0,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1707
1952,August,40.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1708
1952,September,40.9,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1709
1952,October,40.8,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1710
1952,November,40.9,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1711
1947,M01,42.74,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000030,U,1947,M01,2015,October,604
1948,M01,48.08,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000030,U,1947,M01,2015,October,605
1949,M01,51.22,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000030,U,1947,M01,2015,October,606
1950,M01,51.09,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000030,U,1947,M01,2015,October,607
1952,M01,62.93,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000030,U,1947,M01,2015,October,608
1960,M01,88.13,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000030,U,1947,M01,2015,October,614
1953,December,39.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1723
1964,M01,97.75,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000030,U,1947,M01,2015,October,618
1954,March,39.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1725
1969,M01,127.20,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000030,U,1947,M01,2015,October,622
1954,August,39.5,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1730
1954,December,39.8,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1734
1977,M01,220.22,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000030,U,1947,M01,2015,October,628
1979,M01,266.74,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000030,U,1947,M01,2015,October,630
1955,May,40.6,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1738
1955,August,40.2,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1741
1956,March,40.1,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1747
1970,M01,43.6,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU1000000007,U,1947,M01,2015,October,641
1957,November,38.8,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1766
1958,April,38.7,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1770
1969,M01,44.1,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU1000000007,U,1947,M01,2015,October,664
1988,M01,43.1,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU1000000007,U,1947,M01,2015,October,666
1958,August,39.2,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1774
1974,M01,43.4,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU1000000007,U,1947,M01,2015,October,668
1959,March,40.0,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1780
1979,M01,43.8,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU1000000007,U,1947,M01,2015,October,675
1981,M01,45.1,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU1000000007,U,1947,M01,2015,October,677
1959,August,40.0,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1785
1959,September,40.0,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1786
1959,October,39.6,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1787
1980,M01,44.7,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU1000000007,U,1947,M01,2015,October,681
1960,February,39.7,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1790
1951,M01,73.34,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU1000000030,U,1947,M01,2015,October,684
1949,M01,70.14,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU1000000030,U,1947,M01,2015,October,686
1952,M01,80.87,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU1000000030,U,1947,M01,2015,October,688
1960,August,39.3,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1796
1960,September,39.1,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1797
1954,M01,84.59,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU1000000030,U,1947,M01,2015,October,691
1960,December,38.0,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1800
1978,M01,291.06,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU1000000030,U,1947,M01,2015,October,694
1987,July,552.05,,,Mining and logging,Mining,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021000030,S,1958,M01,2015,September,4504
1987,August,553.62,,,Mining and logging,Mining,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021000030,S,1958,M01,2015,September,4505
1987,October,553.83,,,Mining and logging,Mining,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021000030,S,1958,M01,2015,September,4507
1987,November,557.76,,,Mining and logging,Mining,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021000030,S,1958,M01,2015,September,4508
1987,June,34.7,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1020
1987,December,556.96,,,Mining and logging,Mining,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021000030,S,1958,M01,2015,September,4509
1956,March,74.99,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2113
1987,September,34.7,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1026
1988,May,562.33,,,Mining and logging,Mining,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021000030,S,1958,M01,2015,September,4513
1956,July,76.00,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2117
1987,December,34.6,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1030
1956,August,76.61,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2118
1956,September,77.99,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2119
1988,February,34.7,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1033
1976,February,36.3,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1034
1956,November,78.20,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2121
1956,December,79.60,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2122
1976,March,36.0,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1038
1957,February,79.79,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2123
1989,February,580.73,,,Mining and logging,Mining,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021000030,S,1958,M01,2015,September,4521
1967,February,37.9,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1044
1970,March,37.2,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1045
1957,July,79.80,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2128
1988,September,34.5,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1047
1957,August,80.19,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2129
1957,September,79.98,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2130
1961,June,91.48,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2131
1989,October,608.18,,,Mining and logging,Mining,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021000030,S,1958,M01,2015,September,4529
1957,November,79.15,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2133
1957,December,79.15,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2134
1958,February,77.93,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2135
1965,August,38.5,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1058
1989,October,43.8,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4537
1989,November,43.6,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4538
1989,December,44.7,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4539
1989,September,34.4,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1069
1989,December,34.3,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1073
1972,May,42.2,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4543
1972,June,42.4,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4544
1972,July,42.6,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4545
1972,August,42.2,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4546
1964,June,38.6,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1080
1972,September,41.9,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4547
1965,September,38.6,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1082
1967,May,37.8,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1083
1970,September,36.8,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1084
1977,June,36.0,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1086
1977,August,35.9,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1089
1973,April,42.1,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4553
1960,February,88.53,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2157
1977,October,36.0,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1093
1970,December,36.8,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1094
1977,November,35.9,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1095
1960,June,88.48,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2161
1978,February,35.6,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1099
1973,September,42.6,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4558
1973,October,42.1,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4559
1973,November,42.3,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4560
1960,October,89.44,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2165
1960,November,88.14,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2166
1978,August,35.8,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1109
1974,April,42.4,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4564
1967,September,37.8,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1112
1978,October,35.8,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1115
1974,July,42.5,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4567
1979,April,35.3,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1124
1975,February,42.7,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4573
1962,March,95.04,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2179
1962,April,95.44,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2180
1962,May,95.68,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2181
1975,June,41.4,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4577
1967,December,37.7,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1133
1975,July,40.8,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4578
1962,August,96.24,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2184
1971,December,36.9,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1137
1979,November,35.6,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1138
1979,December,35.5,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1139
1962,November,96.64,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2187
1980,February,35.4,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1142
1975,December,42.1,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4583
1968,February,37.8,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1146
1963,April,98.09,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2191
1976,May,42.2,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4587
1980,July,34.9,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,1151
1976,June,42.2,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100007,S,1972,M01,2015,September,4588
1963,August,99.29,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2195
